substituent,molecular_formula,Name,ΔVC-m,ΔVC -p,σm,σp,Fb,Rc,cid,molecular_weight,exact_mass,monoisotopic_mass,charge,heavy_atom_count,h_bond_donor_count,h_bond_acceptor_count,xlogp,tpsa,canonical_smiles,complexity,covalent_unit_count,all_atoms_count,all_atoms_count_unique,Num_of_Rings,heavy_atoms,aromatic_bond,single_bond,double_bond,triple_bond,C,H,N,O,S,F,Cl,P,Ge,Se,Si,Br,B,As
P(CMe3)2,C14H23P,Di-tert-butylphenylphosphine,4.103287890000045,1.5,0.01,0.15,-0.01,0.16,316378,222.31,222.153737731,222.153737731,0,15,0,0,3.5,0,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,174,1,38,3,1,15,6,9,0,0,14.0,23.0,,,,,,1.0,,,,,,
OCH2F ,C7H7FO,(fluoromethoxy)benzene,4.542544890000136,1.4,0.2,0.02,0.29,-0.27,316412,126.13,126.048093005,126.048093005,0,9,0,2,2.6,9.2,C1=CC=C(C=C1)OCF,69.3,1,16,4,1,9,6,3,0,0,7.0,7.0,,1.0,,1.0,,,,,,,,
P(Et)2,C10H15P,Diethylphenylphosphine,0.5264808899994641,1.3,0.1,0.13,0.11,0.02,74149,166.20,166.091137476,166.091137476,0,11,0,0,2.2,0,CCP(CC)C1=CC=CC=C1,91,1,26,3,1,11,6,5,0,0,10.0,15.0,,,,,,1.0,,,,,,
C≡CMe ,C9H8,1-Phenyl-1-propyne,0.7774848899999938,1.3,0.21,0.03,0.29,-0.26,69601,116.16,116.062600255,116.062600255,0,9,0,0,3,0,CC#CC1=CC=CC=C1,127,1,17,2,1,9,6,2,0,1,9.0,8.0,,,,,,,,,,,,
NHCSNH2,C7H8N2S,Phenylthiourea,4.354291889999461,1.0,0.22,0.16,0.26,-0.1,676454,152.22,152.04081944,152.04081944,0,10,2,1,0.7,70.1,C1=CC=C(C=C1)NC(=S)N,119,1,18,4,1,10,6,3,1,0,7.0,8.0,2.0,,1.0,,,,,,,,,
CH=CH2,C8H8,Styrene,1.404994889999646,1.0,0.06,-0.04,0.13,-0.17,7501,104.15,104.062600255,104.062600255,0,8,0,0,2.9,0,C=CC1=CC=CC=C1,68.1,1,16,2,1,8,6,1,1,0,8.0,8.0,,,,,,,,,,,,
CH(OH)Me ,C8H10O,1-Phenylethanol,3.4130268899994247,1.0,0.08,-0.07,0.16,-0.23,7409,122.16,122.073164938,122.073164938,0,9,1,1,1.4,20.2,CC(C1=CC=CC=C1)O,74.6,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
CH(OH)Me ,C8H10O,1-Phenylethanol,3.4130268899994247,1.0,0.08,-0.07,0.16,-0.23,10869,122.16,122.073164938,122.073164938,0,9,0,1,1.9,9.2,COCC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
CH(OH)Me ,C8H10O,1-Phenylethanol,3.4130268899994247,1.0,0.08,-0.07,0.16,-0.23,7674,122.16,122.073164938,122.073164938,0,9,0,1,2.5,9.2,CCOC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
CH2OMe ,C8H10O,Methyl benzyl ether,4.60529588999999,0.6,0.08,0.01,0.13,-0.12,7409,122.16,122.073164938,122.073164938,0,9,1,1,1.4,20.2,CC(C1=CC=CC=C1)O,74.6,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
CH2OMe ,C8H10O,Methyl benzyl ether,4.60529588999999,0.6,0.08,0.01,0.13,-0.12,10869,122.16,122.073164938,122.073164938,0,9,0,1,1.9,9.2,COCC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
CH2OMe ,C8H10O,Methyl benzyl ether,4.60529588999999,0.6,0.08,0.01,0.13,-0.12,7674,122.16,122.073164938,122.073164938,0,9,0,1,2.5,9.2,CCOC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
OCH2CH3,C8H10O,Ethoxybenzene,-0.9167921100005163,-5.8,0.1,-0.24,0.26,-0.5,7409,122.16,122.073164938,122.073164938,0,9,1,1,1.4,20.2,CC(C1=CC=CC=C1)O,74.6,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
OCH2CH3,C8H10O,Ethoxybenzene,-0.9167921100005163,-5.8,0.1,-0.24,0.26,-0.5,10869,122.16,122.073164938,122.073164938,0,9,0,1,1.9,9.2,COCC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
OCH2CH3,C8H10O,Ethoxybenzene,-0.9167921100005163,-5.8,0.1,-0.24,0.26,-0.5,7674,122.16,122.073164938,122.073164938,0,9,0,1,2.5,9.2,CCOC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,1.0,,,,,,,,,,
OC6H4-4F,C12H9FO,1-Fluoro-4-phenoxybenzene,1.5932478899992073,0.8,-0.08,-0.1,-0.03,-0.07,67614,188.20,188.063743068,188.063743068,0,14,0,2,3.8,9.2,C1=CC=C(C=C1)OC2=CC=C(C=C2)F,158,1,23,4,2,14,11,3,0,0,12.0,9.0,,1.0,,1.0,,,,,,,,
Si(OEt)3,C12H20O3Si,Phenyltriethoxysilane,-0.22653110999989562,0.8,0.02,-0.01,0.03,0.05,13075,240.37,240.11817103,240.11817103,0,16,0,3,,27.7,CCO[Si](C1=CC=CC=C1)(OCC)OCC,164,1,36,4,1,16,6,10,0,0,12.0,20.0,,3.0,,,,,,,1.0,,,
PMe2,C8H11P,Dimethylphenylphosphine,4.981801890000227,0.7,0.03,0.06,0.05,0.01,69597,138.15,138.059837349,138.059837349,0,9,0,0,1.5,0,CP(C)C1=CC=CC=C1,72.6,1,20,3,1,9,6,3,0,0,8.0,11.0,,,,,,1.0,,,,,,
Si(NMe2)3,C12H23N3Si,Tris(dimethylamino)phenylsilane,0.7774848899999938,0.6,-0.04,-0.04,0.0,-0.04,78557,237.42,237.166124281,237.166124281,0,16,0,3,,9.7,CN(C)[Si](C1=CC=CC=C1)(N(C)C)N(C)C,189,1,39,4,1,16,6,10,0,0,12.0,23.0,3.0,,,,,,,,1.0,,,
CH=CHC6H5,C14H12,trans-Stilbene,-0.7912901099996941,0.7,0.03,-0.07,0.1,-0.17,638088,180.24,180.093900383,180.093900383,0,14,0,0,4.8,0,C1=CC=C(C=C1)C=CC2=CC=CC=C2,149,1,26,2,2,14,11,2,1,0,14.0,12.0,,,,,,,,,,,,
Si(C6H5)3,C24H20Si,Tetraphenylsilane,1.0284888899994087,0.4,-0.03,0.1,-0.04,0.14,66104,336.5,336.133427172,336.133427172,0,25,0,0,,0,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,301,1,45,3,4,25,21,4,0,0,24.0,20.0,,,,,,,,,1.0,,,
SiH(Me)2 ,C8H12Si,Dimethyl-phenyl-silane,-0.6030371100001328,0.3,0.01,0.04,0.03,0.01,13014,136.27,136.070826917,136.070826917,0,9,0,0,,0,C[SiH](C)C1=CC=CC=C1,72.6,1,21,3,1,9,6,3,0,0,8.0,12.0,,,,,,,,,1.0,,,
C(OMe)3,C10H14O3,Trimethyl orthobenzoate,-0.03827811000033437,0.3,-0.03,-0.04,0.01,-0.05,69720,182.22,182.094294304,182.094294304,0,13,0,3,2.3,27.7,COC(C1=CC=CC=C1)(OC)OC,129,1,27,3,1,13,6,7,0,0,10.0,14.0,,3.0,,,,,,,,,,
CH2CH(OH)Me,C9H12O,1-Phenyl-2-propanol,1.2167418900000848,0.3,-0.12,-0.17,-0.06,-0.11,94185,136.19,136.088815002,136.088815002,0,10,1,1,2,20.2,CC(CC1=CC=CC=C1)O,84.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
CH2CH(OH)Me,C9H12O,1-Phenyl-2-propanol,1.2167418900000848,0.3,-0.12,-0.17,-0.06,-0.11,12155,136.19,136.088815002,136.088815002,0,10,0,1,3.2,9.2,CCCOC1=CC=CC=C1,74.8,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
CH2CH(OH)Me,C9H12O,1-Phenyl-2-propanol,1.2167418900000848,0.3,-0.12,-0.17,-0.06,-0.11,75966,136.19,136.088815002,136.088815002,0,10,0,1,2.3,9.2,CC(C)OC1=CC=CC=C1,82.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
OCH2CH2CH3,C9H12O,Propoxybenzene,-1.1050451100000775,-6.0,0.1,-0.25,0.26,-0.51,94185,136.19,136.088815002,136.088815002,0,10,1,1,2,20.2,CC(CC1=CC=CC=C1)O,84.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
OCH2CH2CH3,C9H12O,Propoxybenzene,-1.1050451100000775,-6.0,0.1,-0.25,0.26,-0.51,12155,136.19,136.088815002,136.088815002,0,10,0,1,3.2,9.2,CCCOC1=CC=CC=C1,74.8,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
OCH2CH2CH3,C9H12O,Propoxybenzene,-1.1050451100000775,-6.0,0.1,-0.25,0.26,-0.51,75966,136.19,136.088815002,136.088815002,0,10,0,1,2.3,9.2,CC(C)OC1=CC=CC=C1,82.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
OCHMe2,C9H12O,Isopropoxybenzene,-1.4815511100003147,-6.5,0.1,-0.45,0.34,-0.79,94185,136.19,136.088815002,136.088815002,0,10,1,1,2,20.2,CC(CC1=CC=CC=C1)O,84.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
OCHMe2,C9H12O,Isopropoxybenzene,-1.4815511100003147,-6.5,0.1,-0.45,0.34,-0.79,12155,136.19,136.088815002,136.088815002,0,10,0,1,3.2,9.2,CCCOC1=CC=CC=C1,74.8,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
OCHMe2,C9H12O,Isopropoxybenzene,-1.4815511100003147,-6.5,0.1,-0.45,0.34,-0.79,75966,136.19,136.088815002,136.088815002,0,10,0,1,2.3,9.2,CC(C)OC1=CC=CC=C1,82.7,1,22,3,1,10,6,4,0,0,9.0,12.0,,1.0,,,,,,,,,,
SiMe(C6H5)2,C19H18Si,Methyltriphenylsilane,-1.0422941100002239,0.2,0.1,0.13,0.11,0.02,522714,274.4,274.117777109,274.117777109,0,20,0,0,,0,C[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,235,1,38,3,3,20,16,4,0,0,19.0,18.0,,,,,,,,,1.0,,,
2-furyl,C10H8O,2-phenylfuran,1.4526856499996241,0.18323291999997424,0.06,0.02,0.1,-0.08,519363,144.17,144.057514874,144.057514874,0,11,0,1,2.6,13.1,C1=CC=C(C=C1)C2=CC=CO2,116,1,19,3,2,11,10,1,0,0,10.0,8.0,,1.0,,,,,,,,,,
OC6H5,C12H10O,phenoxybenzene,3.6640308899999545,0.0,0.25,-0.03,0.37,-0.4,7583,170.21,170.073164938,170.073164938,0,13,0,1,4.2,9.2,C1=CC=C(C=C1)OC2=CC=CC=C2,116,1,23,3,2,13,11,2,0,0,12.0,10.0,,1.0,,,,,,,,,,
H,C6H6,BENZENE,0.024472889999519385,0.0,0.0,0.0,0.03,0.0,241,78.11,78.0469501914,78.0469501914,0,6,0,0,2.1,0,C1=CC=CC=C1,15.5,1,12,2,1,6,6,0,0,0,6.0,6.0,,,,,,,,,,,,
C(Me)=CH2,C9H10,alpha-Methylstyrene,-0.16378011000004186,-0.5,0.09,0.05,0.13,-0.08,7407,118.18,118.078250319,118.078250319,0,9,0,0,3.5,0,CC(=C)C1=CC=CC=C1,96.6,1,19,2,1,9,6,2,1,0,9.0,10.0,,,,,,,,,,,,
C(Me)=CH2,C9H10,alpha-Methylstyrene,-0.16378011000004186,-0.5,0.09,0.05,0.13,-0.08,9309,118.18,118.078250319,118.078250319,0,9,0,0,3.2,0,C=CCC1=CC=CC=C1,78,1,19,2,1,9,6,2,1,0,9.0,10.0,,,,,,,,,,,,
C(Me)=CH2,C9H10,alpha-Methylstyrene,-0.16378011000004186,-0.5,0.09,0.05,0.13,-0.08,70112,118.18,118.078250319,118.078250319,0,9,0,0,3.3,0,C1CC1C2=CC=CC=C2,86.2,1,19,2,2,9,5,4,0,0,9.0,10.0,,,,,,,,,,,,
CH2CH=CH2,C9H10,Allylbenzene,-0.9167921100005163,-1.6,-0.11,-0.14,-0.06,-0.08,7407,118.18,118.078250319,118.078250319,0,9,0,0,3.5,0,CC(=C)C1=CC=CC=C1,96.6,1,19,2,1,9,6,2,1,0,9.0,10.0,,,,,,,,,,,,
CH2CH=CH2,C9H10,Allylbenzene,-0.9167921100005163,-1.6,-0.11,-0.14,-0.06,-0.08,9309,118.18,118.078250319,118.078250319,0,9,0,0,3.2,0,C=CCC1=CC=CC=C1,78,1,19,2,1,9,6,2,1,0,9.0,10.0,,,,,,,,,,,,
CH2CH=CH2,C9H10,Allylbenzene,-0.9167921100005163,-1.6,-0.11,-0.14,-0.06,-0.08,70112,118.18,118.078250319,118.078250319,0,9,0,0,3.3,0,C1CC1C2=CC=CC=C2,86.2,1,19,2,2,9,5,4,0,0,9.0,10.0,,,,,,,,,,,,
Si(Me)(OSiMe3)2,C13H26O2Si3,"1,1,1,3,5,5,5-Heptamethyl-3-phenyltrisiloxane",-1.9208081100004057,-0.7,-0.02,-0.01,0.01,-0.02,136354,298.60,298.12405967,298.12405967,0,18,0,2,,18.5,C[Si](C)(C)O[Si](C)(C1=CC=CC=C1)O[Si](C)(C)C,246,1,44,4,1,18,6,12,0,0,13.0,26.0,,2.0,,,,,,,3.0,,,
Si(C6H5)Me2,C14H16Si,Dimethyldiphenylsilane,-1.7325551099997298,-0.7,0.04,0.07,0.06,0.01,136618,212.36,212.102127045,212.102127045,0,15,0,0,,0,C[Si](C)(C1=CC=CC=C1)C2=CC=CC=C2,166,1,31,3,2,15,11,4,0,0,14.0,16.0,,,,,,,,,1.0,,,
SiMe3,C9H14Si,Phenyltrimethylsilane,-1.7325551099997298,-0.9,-0.04,-0.07,0.01,-0.08,69849,150.29,150.086476981,150.086476981,0,10,0,0,,0,C[Si](C)(C)C1=CC=CC=C1,95.8,1,24,3,1,10,6,4,0,0,9.0,14.0,,,,,,,,,1.0,,,
C6H4-4Et,C14H14,4-Ethylbiphenyl,-0.4775351100004253,-1.1,0.07,-0.02,0.13,-0.15,79786,182.26,182.109550447,182.109550447,0,14,0,0,5.1,0,CCC1=CC=C(C=C1)C2=CC=CC=C2,147,1,28,2,2,14,11,3,0,0,14.0,14.0,,,,,,,,,,,,
C6H4-4Et,C14H14,4-Ethylbiphenyl,-0.4775351100004253,-1.1,0.07,-0.02,0.13,-0.15,7647,182.26,182.109550447,182.109550447,0,14,0,0,4.8,0,C1=CC=C(C=C1)CCC2=CC=CC=C2,120,1,28,2,2,14,11,3,0,0,14.0,14.0,,,,,,,,,,,,
CH2CH2C6H5,C14H14,"1,2-Diphenylethane",-2.360065110000497,-3.1,-0.07,-0.12,-0.01,-0.11,79786,182.26,182.109550447,182.109550447,0,14,0,0,5.1,0,CCC1=CC=C(C=C1)C2=CC=CC=C2,147,1,28,2,2,14,11,3,0,0,14.0,14.0,,,,,,,,,,,,
CH2CH2C6H5,C14H14,"1,2-Diphenylethane",-2.360065110000497,-3.1,-0.07,-0.12,-0.01,-0.11,7647,182.26,182.109550447,182.109550447,0,14,0,0,4.8,0,C1=CC=C(C=C1)CCC2=CC=CC=C2,120,1,28,2,2,14,11,3,0,0,14.0,14.0,,,,,,,,,,,,
C6H4-4CHMe2,C15H16,4-Isopropylbiphenyl,-0.540286110000279,-1.2,0.08,0.01,0.13,-0.12,23503,196.29,196.125200510,196.125200510,0,15,0,0,5.4,0,CC(C)C1=CC=C(C=C1)C2=CC=CC=C2,169,1,31,2,2,15,11,4,0,0,15.0,16.0,,,,,,,,,,,,
C6H4-4Me,C13H12,4-Methylbiphenyl,-0.540286110000279,-1.2,0.06,-0.03,0.12,-0.15,12566,168.23,168.093900383,168.093900383,0,13,0,0,4.6,0,CC1=CC=C(C=C1)C2=CC=CC=C2,136,1,25,2,2,13,11,2,0,0,13.0,12.0,,,,,,,,,,,,
C6H4-4Me,C13H12,4-Methylbiphenyl,-0.540286110000279,-1.2,0.06,-0.03,0.12,-0.15,7580,168.23,168.093900383,168.093900383,0,13,0,0,4.1,0,C1=CC=C(C=C1)CC2=CC=CC=C2,111,1,25,2,2,13,11,2,0,0,13.0,12.0,,,,,,,,,,,,
CH2C6H5,C13H12,Diphenylmethane,-0.9167921100005163,-1.8,-0.08,-0.09,-0.04,-0.05,12566,168.23,168.093900383,168.093900383,0,13,0,0,4.6,0,CC1=CC=C(C=C1)C2=CC=CC=C2,136,1,25,2,2,13,11,2,0,0,13.0,12.0,,,,,,,,,,,,
CH2C6H5,C13H12,Diphenylmethane,-0.9167921100005163,-1.8,-0.08,-0.09,-0.04,-0.05,7580,168.23,168.093900383,168.093900383,0,13,0,0,4.1,0,C1=CC=C(C=C1)CC2=CC=CC=C2,111,1,25,2,2,13,11,2,0,0,13.0,12.0,,,,,,,,,,,,
C6H4-4CMe3,C16H18,4-tert-Butylbiphenyl,-0.6030371100001328,-1.2,0.07,0.01,0.12,-0.11,137120,210.31,210.140850574,210.140850574,0,16,0,0,5.9,0,CC(C)(C)C1=CC=C(C=C1)C2=CC=CC=C2,197,1,34,2,2,16,11,5,0,0,16.0,18.0,,,,,,,,,,,,
GeMe3,C9H14Ge,Phenyltrimethylgermane,-1.7953061100006982,-1.4,0.0,0.0,0.03,-0.03,137121,194.84,196.0307282,196.0307282,0,10,0,0,,0,C[Ge](C)(C)C1=CC=CC=C1,95.8,1,24,3,1,10,6,4,0,0,9.0,14.0,,,,,,,1.0,,,,,
CH(C6H5)2,C19H16,Triphenylmethane,-0.7285391099998403,-1.4,-0.03,-0.05,0.01,-0.06,10614,244.3,244.125200510,244.125200510,0,19,0,0,5.3,0,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=CC=CC=C3,196,1,35,2,3,19,16,3,0,0,19.0,16.0,,,,,,,,,,,,
SMe,C7H8S,Thioanisole,1.7187498900000295,-1.5,0.15,0.0,0.23,-0.23,7520,124.21,124.03467143,124.03467143,0,8,0,1,2.7,25.3,CSC1=CC=CC=C1,55.4,1,16,3,1,8,6,2,0,0,7.0,8.0,,,1.0,,,,,,,,,
C(C6H5)3,C25H20,Tetraphenylmethane,-1.329066180000737,-1.5104165699998908,-0.01,0.02,0.01,0.01,12424,320.4,320.156500638,320.156500638,0,25,0,0,7,0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,295,1,45,2,4,25,21,4,0,0,25.0,20.0,,,,,,,,,,,,
Ge(Et)3,C12H20Ge,Phenyltriethylgermane,-2.046310110000113,-1.6,0.0,0.0,0.03,-0.03,11253364,236.92,238.0776784,238.0776784,0,13,0,0,,0,CC[Ge](CC)(CC)C1=CC=CC=C1,124,1,33,3,1,13,6,7,0,0,12.0,20.0,,,,,,,1.0,,,,,
NHCOCH(Me)2,C10H13NO,Isobutyranilide,1.404994889999646,-1.8,0.11,-0.1,0.21,-0.31,20436,163.22,163.099714038,163.099714038,0,12,1,1,1.9,29.1,CC(C)C(=O)NC1=CC=CC=C1,148,1,25,4,1,12,6,5,1,0,10.0,13.0,1.0,1.0,,,,,,,,,,
NHCSNHEt ,C9H12N2S,1-Ethyl-3-phenyl-2-thiourea,0.6519828900002863,-1.8,0.3,0.07,0.4,-0.33,2063659,180.27,180.07211956,180.07211956,0,12,2,1,1.4,56.2,CCNC(=S)NC1=CC=CC=C1,142,1,24,4,1,12,6,5,1,0,9.0,12.0,2.0,,1.0,,,,,,,,,
P(N(Me)2)2,C10H17N2P,bis-(dimethylamino)phenylphosphine,-2.046310110000113,-1.9,0.18,0.25,0.17,0.08,327123,196.23,196.112935548,196.112935548,0,13,0,2,2,6.5,CN(C)P(C1=CC=CC=C1)N(C)C,134,1,30,4,1,13,6,7,0,0,10.0,17.0,2.0,,,,,1.0,,,,,,
CH2PO(OEt)2,C11H17O3P,Diethyl benzylphosphonate,-1.5443021100001684,-2.0,0.12,0.06,0.17,-0.11,14122,228.22,228.09153140,228.09153140,0,15,0,3,1.7,35.5,CCOP(=O)(CC1=CC=CC=C1)OCC,202,1,32,4,1,15,6,8,1,0,11.0,17.0,,3.0,,,,1.0,,,,,,
SEt ,C8H10S,Ethyl phenyl sulfide,1.0284888899994087,-2.2,0.18,0.03,0.26,-0.23,12144,138.23,138.05032149,138.05032149,0,9,0,1,3.2,25.3,CCSC1=CC=CC=C1,65,1,19,3,1,9,6,3,0,0,8.0,10.0,,,1.0,,,,,,,,,
1-CYCLOPENTENYL,C11H12,1-Phenylcyclopentene,-1.5888553200002653,-2.155496850000884,-0.06,-0.05,-0.03,-0.02,136652,144.21,144.093900383,144.093900383,0,11,0,0,4,0,C1CC=C(C1)C2=CC=CC=C2,149,1,23,2,2,11,5,5,1,0,11.0,12.0,,,,,,,,,,,,
N(C6H5)2,C18H15N,Triphenylamine,0.5264808899994641,-2.3,0.0,-0.22,0.12,-0.34,11775,245.3,245.120449483,245.120449483,0,19,0,1,5.7,3.2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,202,1,34,3,3,19,16,3,0,0,18.0,15.0,1.0,,,,,,,,,,,
NHCOOMe ,C8H9NO2,Methyl phenylcarbamate,1.3422438899997922,-2.4,-0.02,-0.17,0.07,-0.24,17451,151.16,151.063328530,151.063328530,0,11,1,2,1.8,38.3,COC(=O)NC1=CC=CC=C1,130,1,20,4,1,11,6,4,1,0,8.0,9.0,1.0,2.0,,,,,,,,,,
(CH2)4NMe2,C12H19N,"N,N-dimethyl-4-phenylbutylamine",-1.418800110000461,-2.4,-0.08,-0.16,-0.01,-0.15,13546746,177.29,177.151749610,177.151749610,0,13,0,1,3.1,3.2,CN(C)CCCCC1=CC=CC=C1,114,1,32,3,1,13,6,7,0,0,12.0,19.0,1.0,,,,,,,,,,,
(CH2)4NMe2,C12H19N,"N,N-dimethyl-4-phenylbutylamine",-1.418800110000461,-2.4,-0.08,-0.16,-0.01,-0.15,75191,177.29,177.151749610,177.151749610,0,13,0,1,3.8,3.2,CCCN(CCC)C1=CC=CC=C1,110,1,32,3,1,13,6,7,0,0,12.0,19.0,1.0,,,,,,,,,,,
N(C3H7)2,C12H19N,"N,N-Dipropylaniline",-6.940888109999853,-12.9,-0.26,-0.93,0.06,-0.99,13546746,177.29,177.151749610,177.151749610,0,13,0,1,3.1,3.2,CN(C)CCCCC1=CC=CC=C1,114,1,32,3,1,13,6,7,0,0,12.0,19.0,1.0,,,,,,,,,,,
N(C3H7)2,C12H19N,"N,N-Dipropylaniline",-6.940888109999853,-12.9,-0.26,-0.93,0.06,-0.99,75191,177.29,177.151749610,177.151749610,0,13,0,1,3.8,3.2,CCCN(CCC)C1=CC=CC=C1,110,1,32,3,1,13,6,7,0,0,12.0,19.0,1.0,,,,,,,,,,,
CH2NMe2,C9H13N,"N,N-Dimethylbenzylamine",-2.109061109999967,-2.6,0.0,0.01,0.03,-0.02,7681,135.21,135.104799419,135.104799419,0,10,0,1,2,3.2,CN(C)CC1=CC=CC=C1,82.7,1,23,3,1,10,6,4,0,0,9.0,13.0,1.0,,,,,,,,,,,
CH2C(Me)3,C11H16,Neopentylbenzene,-2.234563110000789,-2.9,-0.05,-0.17,0.03,-0.14,13877,148.24,148.125200510,148.125200510,0,11,0,0,4.3,0,CC(C)(C)CC1=CC=CC=C1,102,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
CH2C(Me)3,C11H16,Neopentylbenzene,-2.234563110000789,-2.9,-0.05,-0.17,0.03,-0.14,10864,148.24,148.125200510,148.125200510,0,11,0,0,5,0,CCCCCC1=CC=CC=C1,80,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
CH2C(Me)3,C11H16,Neopentylbenzene,-2.234563110000789,-2.9,-0.05,-0.17,0.03,-0.14,16295,148.24,148.125200510,148.125200510,0,11,0,0,4.7,0,CCC(C)(C)C1=CC=CC=C1,107,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
(CH2)4CH3,C11H16,Pentylbenzene,-2.234563110000789,-3.2,-0.08,-0.15,-0.01,-0.14,13877,148.24,148.125200510,148.125200510,0,11,0,0,4.3,0,CC(C)(C)CC1=CC=CC=C1,102,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
(CH2)4CH3,C11H16,Pentylbenzene,-2.234563110000789,-3.2,-0.08,-0.15,-0.01,-0.14,10864,148.24,148.125200510,148.125200510,0,11,0,0,5,0,CCCCCC1=CC=CC=C1,80,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
(CH2)4CH3,C11H16,Pentylbenzene,-2.234563110000789,-3.2,-0.08,-0.15,-0.01,-0.14,16295,148.24,148.125200510,148.125200510,0,11,0,0,4.7,0,CCC(C)(C)C1=CC=CC=C1,107,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
C(Et)(Me)2,C11H16,tert-Amylbenzene,-3.2385791100006784,-4.2,-0.06,-0.18,0.03,-0.21,13877,148.24,148.125200510,148.125200510,0,11,0,0,4.3,0,CC(C)(C)CC1=CC=CC=C1,102,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
C(Et)(Me)2,C11H16,tert-Amylbenzene,-3.2385791100006784,-4.2,-0.06,-0.18,0.03,-0.21,10864,148.24,148.125200510,148.125200510,0,11,0,0,5,0,CCCCCC1=CC=CC=C1,80,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
C(Et)(Me)2,C11H16,tert-Amylbenzene,-3.2385791100006784,-4.2,-0.06,-0.18,0.03,-0.21,16295,148.24,148.125200510,148.125200510,0,11,0,0,4.7,0,CCC(C)(C)C1=CC=CC=C1,107,1,27,2,1,11,6,5,0,0,11.0,16.0,,,,,,,,,,,,
NHCOOEt ,C9H11NO2,N-Phenylurethane,0.71473389000014,-3.0,0.11,-0.15,0.23,-0.38,7591,165.19,165.078978594,165.078978594,0,12,1,2,2.3,38.3,CCOC(=O)NC1=CC=CC=C1,142,1,23,4,1,12,6,5,1,0,9.0,11.0,1.0,2.0,,,,,,,,,,
CH2CH(me)2,C10H14,Isobutylbenzene,-2.109061109999967,-3.0,-0.07,-0.12,-0.01,-0.11,10870,134.22,134.109550447,134.109550447,0,10,0,0,3.9,0,CC(C)CC1=CC=CC=C1,78,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH2CH(me)2,C10H14,Isobutylbenzene,-2.109061109999967,-3.0,-0.07,-0.12,-0.01,-0.11,7705,134.22,134.109550447,134.109550447,0,10,0,0,4.4,0,CCCCC1=CC=CC=C1,70.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH2CH(me)2,C10H14,Isobutylbenzene,-2.109061109999967,-3.0,-0.07,-0.12,-0.01,-0.11,8680,134.22,134.109550447,134.109550447,0,10,0,0,4.2,0,CCC(C)C1=CC=CC=C1,80,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
CH2CH(me)2,C10H14,Isobutylbenzene,-2.109061109999967,-3.0,-0.07,-0.12,-0.01,-0.11,7366,134.22,134.109550447,134.109550447,0,10,0,0,4.1,0,CC(C)(C)C1=CC=CC=C1,91.1,1,24,2,1,10,6,4,0,0,10.0,14.0,,,,,,,,,,,,
